CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Month_with_bank,No_of_product,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Count,Avg_Utilization_Ratio
717334233,Existing Customer,54,F,1,Uneducated,Single,40 - 60,Blue,43,1,3,9525.0,2517,4804,79,0.264
719192808,Existing Customer,51,M,4,Graduate,Single,120 +,Blue,36,2,1,3168.0,2147,4674,71,0.678
719281533,Existing Customer,37,F,3,College,Married,Less than 40,Blue,27,2,1,2939.0,1388,5076,84,0.472
710877108,Existing Customer,44,F,1,High School,Divorced,Less than 40,Blue,32,1,1,2724.0,1288,4171,75,0.473
770581983,Existing Customer,55,F,4,Graduate,Married,40 - 60,Blue,41,1,1,1438.3,0,4885,88,0.0
718742808,Attrited Customer,55,F,1,High School,Married,40 - 60,Blue,46,2,4,4629.0,710,2877,49,0.153
710257683,Existing Customer,50,M,3,Graduate,Single,120 +,Blue,33,1,2,34516.0,1134,4520,73,0.033
721041483,Attrited Customer,45,M,4,Doctorate,Married,60 - 80,Blue,37,1,2,13093.0,2517,2032,39,0.192
716214108,Existing Customer,44,M,4,Uneducated,Single,60 - 80,Blue,36,1,2,6426.0,0,4892,80,0.0
772216833,Existing Customer,47,F,5,Graduate,Single,Less than 40,Blue,36,1,2,2761.0,1950,4510,88,0.706
708553008,Existing Customer,38,F,1,High School,Single,40 - 60,Blue,36,1,2,2148.0,1103,4711,64,0.514
778880358,Existing Customer,49,F,4,Graduate,Divorced,40 - 60,Blue,30,1,3,2485.0,1648,4208,71,0.663
720258183,Existing Customer,39,F,4,Graduate,Single,40 - 60,Blue,25,2,3,3394.0,2517,5421,75,0.742
720689583,Existing Customer,50,F,3,High School,Married,40 - 60,Blue,40,1,3,3367.0,1747,5657,91,0.519
758168133,Existing Customer,50,F,0,High School,Married,40 - 60,Blue,43,2,3,4154.0,1060,4325,86,0.255
711118083,Existing Customer,54,F,4,Graduate,Divorced,Less than 40,Blue,43,1,2,2506.0,1784,4504,80,0.712
709591533,Existing Customer,46,F,3,College,Divorced,Less than 40,Blue,38,1,1,1774.0,1115,3474,60,0.629
715590258,Existing Customer,45,F,4,Uneducated,Single,40 - 60,Blue,36,1,1,3918.0,2070,4700,69,0.528
708416433,Attrited Customer,41,F,1,High School,Single,Less than 40,Blue,36,4,3,2372.0,0,2499,41,0.0
779183958,Attrited Customer,45,F,2,Graduate,Single,Less than 40,Blue,33,1,3,1492.0,0,2469,38,0.0
709061658,Existing Customer,44,F,1,Graduate,Single,Less than 40,Blue,31,2,2,1550.0,716,4534,87,0.462
717384183,Existing Customer,58,F,3,Graduate,Single,Less than 40,Blue,53,1,3,2669.0,2048,4863,79,0.767
778921908,Existing Customer,42,M,4,College,Single,60 - 80,Blue,23,2,3,3311.0,841,4559,80,0.254
714745608,Existing Customer,51,F,4,High School,Single,Less than 40,Blue,33,2,4,3068.0,2071,5524,71,0.675
714714558,Existing Customer,37,F,2,Uneducated,Single,40 - 60,Blue,27,1,3,3050.0,2517,4698,75,0.825
778847808,Existing Customer,42,F,4,Graduate,Married,40 - 60,Blue,23,1,2,2647.0,1245,4911,82,0.47
710532258,Existing Customer,48,F,3,High School,Divorced,Less than 40,Blue,36,1,1,2185.0,1495,4906,83,0.684
817293258,Existing Customer,44,F,4,College,Married,40 - 60,Blue,27,1,1,3183.0,2517,4017,63,0.791
738062658,Existing Customer,57,M,3,Graduate,Single,80 - 120,Blue,50,2,3,17096.0,1762,4231,62,0.103
709518858,Existing Customer,50,F,2,Graduate,Married,Less than 40,Blue,38,1,1,2897.0,0,4891,87,0.0
716262708,Existing Customer,51,F,2,College,Single,Less than 40,Blue,36,1,3,1438.3,718,4447,71,0.499
708928008,Existing Customer,34,F,2,High School,Single,40 - 60,Blue,36,2,3,1677.0,0,4035,87,0.0
711922158,Existing Customer,57,F,2,Graduate,Married,Less than 40,Blue,45,1,3,1860.0,0,5109,62,0.0
779638983,Existing Customer,47,F,4,Graduate,Married,Less than 40,Blue,30,2,3,2124.0,1573,4592,83,0.741
708723858,Existing Customer,48,F,4,Graduate,Single,Less than 40,Blue,37,1,1,3413.0,1715,3843,67,0.502
712184133,Existing Customer,41,F,5,Graduate,Married,Less than 40,Blue,24,2,3,2178.0,1408,5089,80,0.646
789492558,Existing Customer,49,F,2,College,Married,Less than 40,Blue,40,1,2,2096.0,1276,4926,82,0.609
770929383,Existing Customer,41,M,2,Graduate,Single,60 - 80,Blue,28,2,1,7293.0,993,4828,82,0.136
788595183,Existing Customer,42,M,2,Graduate,Single,40 - 60,Blue,36,1,1,1438.3,686,3499,80,0.477
713167383,Existing Customer,57,F,3,High School,Single,Less than 40,Blue,46,1,2,2298.0,1540,5154,81,0.67
718590183,Existing Customer,58,F,3,Doctorate,Married,Less than 40,Blue,47,1,3,1517.0,920,5067,69,0.606
719868183,Attrited Customer,42,F,3,High School,Married,40 - 60,Blue,30,5,3,1456.0,0,2843,42,0.0
709388058,Existing Customer,43,F,4,Graduate,Single,Less than 40,Blue,34,2,3,2005.0,1263,4906,80,0.63
717004533,Existing Customer,35,F,3,High School,Married,Less than 40,Blue,36,2,3,4790.0,1189,4544,81,0.248
759947433,Existing Customer,53,M,3,Graduate,Married,120 +,Blue,46,1,2,13670.0,0,4812,81,0.0
767404083,Attrited Customer,52,M,2,Graduate,Single,60 - 80,Blue,45,2,3,3460.0,0,2355,47,0.0
781926633,Existing Customer,48,M,2,Uneducated,Married,40 - 60,Blue,42,1,3,3202.0,2517,4675,88,0.786
772127508,Attrited Customer,31,F,1,Uneducated,Married,Less than 40,Blue,20,6,2,1438.3,0,2614,49,0.0
720518283,Existing Customer,50,M,2,Post-Graduate,Single,60 - 80,Blue,36,1,3,2296.0,1371,5483,77,0.597
715488483,Existing Customer,49,F,4,Graduate,Married,Less than 40,Blue,36,1,3,6615.0,0,4575,75,0.0
715309083,Existing Customer,50,F,2,Graduate,Married,Less than 40,Blue,36,2,3,1912.0,0,4851,87,0.0
708399858,Existing Customer,45,F,3,High School,Married,Less than 40,Blue,35,2,2,2548.0,2250,4747,77,0.883
711944733,Existing Customer,45,F,2,High School,Married,Less than 40,Blue,36,1,2,1457.0,828,5401,93,0.568
785487783,Existing Customer,59,F,1,Graduate,Single,40 - 60,Blue,53,2,2,1980.0,1409,5350,96,0.712
718951683,Existing Customer,48,F,2,Graduate,Married,Less than 40,Blue,35,2,3,2216.0,1262,4763,83,0.569
718329183,Existing Customer,57,F,3,Graduate,Divorced,40 - 60,Blue,47,1,3,4262.0,2517,3943,75,0.591
788960658,Existing Customer,42,F,2,Uneducated,Married,Less than 40,Blue,28,1,2,2573.0,1742,4649,88,0.677
713120433,Existing Customer,55,F,2,High School,Married,40 - 60,Blue,42,2,2,5431.0,2007,4569,82,0.37
720980958,Existing Customer,43,F,5,Uneducated,Married,Less than 40,Blue,30,1,3,3092.0,909,4797,87,0.294
709606158,Existing Customer,37,F,2,Graduate,Married,Less than 40,Blue,31,1,3,2984.0,0,4878,86,0.0
712524858,Existing Customer,34,M,1,Graduate,Single,Less than 40,Blue,28,1,6,2669.0,1649,4314,74,0.618
815072283,Existing Customer,50,F,3,Graduate,Married,Less than 40,Blue,45,1,3,1789.0,1156,5110,75,0.646
715980258,Existing Customer,36,F,1,Doctorate,Single,Less than 40,Blue,25,1,2,2835.0,2511,4811,77,0.886
788715483,Existing Customer,44,F,5,Graduate,Single,Less than 40,Blue,28,2,2,1558.0,879,4805,86,0.564
809276808,Existing Customer,47,M,4,Graduate,Single,80 - 120,Blue,42,1,1,7299.0,0,4678,83,0.0
708885558,Attrited Customer,56,F,1,High School,Single,Less than 40,Blue,48,1,5,3556.0,0,2220,45,0.0
789373683,Existing Customer,45,F,3,Graduate,Married,Less than 40,Blue,35,1,2,1438.3,834,4976,70,0.58
712302783,Existing Customer,38,F,2,Uneducated,Single,Less than 40,Blue,25,2,3,2468.0,872,4426,76,0.353
719601708,Existing Customer,45,M,3,College,Single,60 - 80,Blue,35,1,1,10699.0,1099,5052,61,0.103
720150858,Attrited Customer,34,M,2,High School,Married,80 - 120,Blue,25,6,2,1439.0,0,2932,44,0.0
798777708,Existing Customer,54,F,4,High School,Single,40 - 60,Blue,48,2,4,3089.0,1177,5237,75,0.381
716365233,Existing Customer,53,F,1,College,Married,Less than 40,Blue,36,1,3,1665.0,964,4881,75,0.579
796544133,Existing Customer,54,M,1,College,Single,120 +,Blue,48,1,3,2456.0,1654,4468,84,0.673
778143183,Existing Customer,47,M,1,Graduate,Married,60 - 80,Blue,40,2,2,11773.0,0,5098,58,0.0
717011958,Existing Customer,43,F,4,Graduate,Single,40 - 60,Blue,23,2,1,1438.3,0,4494,82,0.0
778264008,Existing Customer,41,F,3,College,Single,40 - 60,Blue,32,2,1,3104.0,1954,4699,77,0.63
788842008,Existing Customer,50,F,3,Uneducated,Married,Less than 40,Blue,34,2,2,4060.0,2336,5173,87,0.575
714742758,Existing Customer,42,F,4,Uneducated,Single,Less than 40,Blue,24,2,2,3428.0,2209,4751,87,0.644
720299283,Existing Customer,46,M,3,Uneducated,Married,60 - 80,Blue,33,2,2,12745.0,0,4380,80,0.0
719237058,Existing Customer,39,M,2,Doctorate,Single,60 - 80,Blue,36,2,2,1790.0,891,4498,96,0.498
788290383,Existing Customer,43,M,3,Doctorate,Single,40 - 60,Blue,35,2,6,4970.0,1588,4436,83,0.32
779701983,Existing Customer,49,F,3,Graduate,Single,40 - 60,Blue,32,1,3,5400.0,1426,4643,80,0.264
712132383,Existing Customer,44,M,4,College,Single,80 - 120,Blue,34,2,2,1876.0,861,5056,82,0.459
812446158,Existing Customer,54,F,3,Uneducated,Single,Less than 40,Blue,49,2,2,1719.0,0,4869,65,0.0
779401233,Existing Customer,47,F,4,Uneducated,Single,40 - 60,Blue,36,1,1,1438.3,0,5216,78,0.0
721080183,Existing Customer,33,F,1,Graduate,Single,40 - 60,Blue,20,2,2,4883.0,0,4613,82,0.0
712572858,Existing Customer,38,M,3,High School,Single,80 - 120,Blue,29,2,1,3413.0,1801,3831,45,0.528
822170733,Attrited Customer,45,F,4,College,Single,Less than 40,Blue,41,6,3,3785.0,2517,2401,54,0.665
708224133,Existing Customer,61,M,0,Uneducated,Single,40 - 60,Blue,49,1,2,2228.0,1480,4431,71,0.664
780633483,Existing Customer,58,F,0,Graduate,Married,40 - 60,Blue,47,2,2,2194.0,1302,4962,81,0.593
771356508,Existing Customer,41,F,5,Graduate,Married,Less than 40,Blue,28,2,3,2665.0,1936,4500,71,0.726
823629333,Existing Customer,42,M,4,Uneducated,Married,40 - 60,Blue,38,1,4,2444.0,0,4220,50,0.0
712961658,Existing Customer,45,F,4,Uneducated,Married,Less than 40,Blue,32,1,1,3335.0,2238,5321,78,0.671
710464683,Existing Customer,45,F,3,Post-Graduate,Married,Less than 40,Blue,32,2,3,2726.0,2127,5578,89,0.78
716688183,Attrited Customer,51,F,1,High School,Married,Less than 40,Blue,43,4,3,1665.0,1521,2878,45,0.914
789082758,Existing Customer,40,F,2,High School,Married,Less than 40,Blue,28,1,3,2734.0,1661,4981,90,0.608
709140858,Existing Customer,57,F,2,College,Single,Less than 40,Blue,47,1,3,1727.0,996,5112,82,0.577
774588633,Existing Customer,45,F,3,Graduate,Single,Less than 40,Blue,39,2,2,1438.3,0,4928,84,0.0
788465583,Existing Customer,42,F,3,College,Single,40 - 60,Blue,35,2,3,6330.0,1573,3029,52,0.248
741517458,Attrited Customer,49,F,4,Graduate,Married,Less than 40,Blue,42,2,4,2575.0,2517,1874,40,0.977
721112508,Existing Customer,48,F,3,Graduate,Married,Less than 40,Blue,40,2,3,5298.0,0,4834,80,0.0
720734583,Existing Customer,44,F,2,Post-Graduate,Married,Less than 40,Blue,32,1,3,2540.0,1561,5039,82,0.615
772286658,Attrited Customer,63,M,1,Graduate,Single,60 - 80,Blue,52,6,4,14324.0,2507,2083,56,0.175
771045708,Attrited Customer,41,F,5,Graduate,Married,Less than 40,Blue,28,2,3,1504.0,970,2801,51,0.645
711733308,Existing Customer,45,F,2,Uneducated,Single,Less than 40,Blue,36,2,2,1839.0,0,4930,91,0.0
710518308,Existing Customer,54,F,2,Doctorate,Married,Less than 40,Blue,35,1,4,1685.0,0,4155,85,0.0
713152383,Existing Customer,40,F,3,Uneducated,Married,Less than 40,Blue,27,1,1,2840.0,2517,4405,82,0.886
771935283,Existing Customer,47,F,4,Graduate,Single,40 - 60,Blue,36,1,2,2977.0,1927,5217,88,0.647
825838908,Existing Customer,39,F,1,Uneducated,Single,Less than 40,Blue,35,1,5,1961.0,0,4846,92,0.0
709082808,Existing Customer,53,F,2,High School,Married,Less than 40,Blue,36,2,3,2156.0,1198,5092,95,0.556
710937783,Existing Customer,53,F,0,Uneducated,Married,40 - 60,Blue,40,1,3,2772.0,2414,5313,68,0.871
789540108,Existing Customer,29,F,1,Uneducated,Married,Less than 40,Blue,21,2,1,2832.0,1819,4761,75,0.642
709824633,Existing Customer,44,F,4,High School,Single,Less than 40,Blue,35,2,5,1552.0,1375,5064,80,0.886
717874533,Attrited Customer,46,M,2,High School,Single,40 - 60,Blue,36,5,2,6362.0,0,1968,51,0.0
712571883,Existing Customer,40,M,3,Graduate,Divorced,Less than 40,Silver,36,1,3,11409.0,1658,4677,58,0.145
716926758,Existing Customer,40,F,2,Uneducated,Single,Less than 40,Blue,27,2,6,1965.0,0,4268,91,0.0
716181858,Existing Customer,42,F,2,Uneducated,Married,40 - 60,Blue,29,1,2,1622.0,0,4633,67,0.0
779613933,Existing Customer,38,F,4,Uneducated,Married,Less than 40,Blue,27,1,3,1736.0,1319,5045,86,0.76
709678608,Existing Customer,49,M,4,High School,Married,80 - 120,Blue,36,2,3,24256.0,1076,4269,69,0.044
714276408,Attrited Customer,52,F,3,Uneducated,Single,40 - 60,Blue,36,2,3,1915.0,1445,2264,39,0.755
719953383,Existing Customer,38,F,4,College,Single,Less than 40,Blue,27,2,3,1438.3,0,4564,79,0.0
720503508,Existing Customer,44,F,1,Uneducated,Divorced,Less than 40,Blue,37,1,2,5594.0,1235,5220,75,0.221
711232608,Attrited Customer,47,F,5,High School,Single,Less than 40,Blue,36,2,3,1636.0,0,2235,35,0.0
708207783,Existing Customer,50,F,3,High School,Single,Less than 40,Blue,42,1,3,1477.0,0,4680,80,0.0
719590458,Attrited Customer,44,F,4,Graduate,Married,Less than 40,Blue,36,6,3,1905.0,0,3120,46,0.0
778679883,Existing Customer,39,M,2,Graduate,Single,60 - 80,Blue,19,1,2,6146.0,0,3645,76,0.0
780230208,Existing Customer,53,M,2,College,Married,40 - 60,Blue,40,2,3,2672.0,1604,4766,75,0.6
827703258,Existing Customer,42,M,4,High School,Married,60 - 80,Blue,38,2,2,13426.0,0,4674,66,0.0
807379833,Attrited Customer,48,M,3,Graduate,Divorced,40 - 60,Blue,43,2,3,9104.0,145,2563,34,0.016
711178383,Existing Customer,47,M,2,Post-Graduate,Married,80 - 120,Blue,35,1,3,30300.0,1166,4146,64,0.038
712203333,Existing Customer,51,M,3,Graduate,Married,80 - 120,Blue,39,1,2,7088.0,1750,4691,76,0.247
709261383,Existing Customer,56,F,3,Graduate,Married,40 - 60,Blue,36,2,3,1872.0,661,4970,81,0.353
715829358,Existing Customer,33,F,4,College,Married,40 - 60,Blue,26,1,2,2874.0,2517,4794,88,0.876
713213133,Existing Customer,36,M,2,Graduate,Single,40 - 60,Blue,36,2,2,6763.0,1660,4972,76,0.245
779442783,Existing Customer,39,F,1,Graduate,Single,Less than 40,Blue,21,1,2,2867.0,1365,4445,89,0.476
721274208,Attrited Customer,41,F,2,High School,Single,Less than 40,Blue,36,4,3,2201.0,2104,2408,38,0.956
714076683,Attrited Customer,29,F,0,College,Married,Less than 40,Blue,19,2,1,3261.0,2517,2461,54,0.772
788791383,Existing Customer,39,F,3,High School,Married,40 - 60,Blue,21,1,2,5027.0,0,4850,70,0.0
711560058,Existing Customer,49,M,1,High School,Married,60 - 80,Blue,36,2,3,2465.0,1334,4806,83,0.541
717657333,Existing Customer,43,F,3,Graduate,Single,Less than 40,Blue,36,1,3,7584.0,1834,4783,65,0.242
787482033,Attrited Customer,60,M,1,High School,Divorced,80 - 120,Blue,48,1,5,28930.0,0,2251,27,0.0
779141658,Existing Customer,48,M,4,Graduate,Married,80 - 120,Blue,33,1,3,4963.0,2115,4989,78,0.426
813810333,Attrited Customer,50,M,3,Post-Graduate,Married,60 - 80,Blue,45,6,4,2049.0,0,2703,54,0.0
789613083,Existing Customer,47,M,3,Uneducated,Divorced,60 - 80,Blue,41,2,3,1943.0,0,5108,81,0.0
794540883,Existing Customer,56,F,1,Post-Graduate,Married,40 - 60,Blue,38,1,2,3485.0,1465,4776,87,0.42
811889808,Existing Customer,43,M,3,Graduate,Married,80 - 120,Blue,38,3,5,23459.0,2305,7279,83,0.098
720509433,Existing Customer,51,F,2,College,Single,Less than 40,Blue,31,2,1,2306.0,1627,3776,70,0.706
715091208,Existing Customer,42,M,3,High School,Married,80 - 120,Blue,36,2,3,18177.0,841,8512,94,0.046
718200333,Existing Customer,47,F,3,Uneducated,Single,Less than 40,Blue,41,3,3,2894.0,2117,7471,87,0.732
713487633,Existing Customer,44,M,3,Post-Graduate,Married,80 - 120,Blue,32,3,4,34516.0,1807,7663,91,0.052
789363408,Existing Customer,44,M,3,High School,Married,120 +,Silver,34,3,1,34516.0,2517,7427,83,0.073
713916708,Existing Customer,53,M,3,Graduate,Single,120 +,Gold,43,3,1,34516.0,2435,7758,98,0.071
823833483,Existing Customer,41,M,3,Graduate,Single,40 - 60,Blue,37,3,3,7839.0,1544,7904,83,0.197
712879158,Existing Customer,49,M,1,High School,Married,60 - 80,Gold,36,2,2,6224.0,2201,7693,70,0.354
709474683,Existing Customer,42,F,3,College,Married,Less than 40,Blue,13,3,2,6078.0,1478,8442,95,0.243
772313358,Existing Customer,50,M,3,High School,Single,80 - 120,Blue,39,3,3,21322.0,2216,8693,91,0.104
711856683,Existing Customer,51,M,3,Post-Graduate,Married,40 - 60,Blue,36,2,3,1590.0,1273,7352,80,0.801
718530258,Existing Customer,52,F,3,Uneducated,Divorced,Less than 40,Blue,36,3,1,1986.0,1411,7249,86,0.71
716288208,Existing Customer,48,M,3,Graduate,Single,60 - 80,Blue,36,2,1,15618.0,0,7549,77,0.0
718712583,Existing Customer,44,M,2,Uneducated,Married,80 - 120,Blue,33,3,1,34496.0,1665,8092,80,0.048
806432433,Existing Customer,40,F,2,High School,Single,40 - 60,Blue,35,2,1,2544.0,1713,8006,88,0.673
709895508,Existing Customer,42,M,3,Graduate,Married,Less than 40,Blue,36,2,2,6153.0,974,7434,92,0.158
711542358,Existing Customer,42,F,4,High School,Married,Less than 40,Gold,36,2,3,15987.0,1187,7471,88,0.074
816832383,Existing Customer,61,F,1,High School,Single,Less than 40,Blue,56,3,2,3421.0,2266,6932,75,0.662
714042108,Existing Customer,59,M,0,Uneducated,Single,40 - 60,Blue,36,3,2,11000.0,1013,7302,86,0.092
714664683,Existing Customer,46,F,4,Uneducated,Married,Less than 40,Blue,37,3,3,2490.0,0,8178,91,0.0
715436883,Existing Customer,48,F,3,Post-Graduate,Married,Less than 40,Blue,36,2,2,2490.0,1582,7719,86,0.635
715260558,Existing Customer,44,F,4,High School,Single,40 - 60,Blue,36,3,2,2055.0,0,7674,80,0.0
713364783,Existing Customer,42,F,1,Post-Graduate,Single,Less than 40,Blue,28,3,3,3453.0,1010,8108,85,0.292
718078008,Existing Customer,40,M,2,College,Divorced,60 - 80,Blue,36,3,2,20304.0,0,7494,85,0.0
798546408,Existing Customer,61,F,1,College,Single,Less than 40,Blue,55,2,3,8283.0,1444,7553,104,0.174
779018508,Existing Customer,45,M,4,Uneducated,Single,80 - 120,Blue,35,2,2,11318.0,2082,7179,93,0.184
802668333,Attrited Customer,49,M,2,Graduate,Single,80 - 120,Blue,43,2,3,2384.0,1919,3512,50,0.805
718320933,Existing Customer,47,M,3,Uneducated,Married,60 - 80,Blue,36,2,3,11919.0,2347,8257,96,0.197
789016983,Existing Customer,45,F,3,High School,Married,Less than 40,Blue,32,2,5,2948.0,968,7834,86,0.328
708474333,Existing Customer,42,M,3,Graduate,Married,60 - 80,Blue,29,3,3,12294.0,2517,7906,87,0.205
711410958,Existing Customer,40,M,3,High School,Married,60 - 80,Blue,28,2,2,13452.0,2517,7582,69,0.187
714047733,Existing Customer,53,F,3,Graduate,Single,40 - 60,Blue,45,2,2,4942.0,2119,7460,85,0.429
710061783,Attrited Customer,49,M,1,Graduate,Married,40 - 60,Blue,40,6,1,14973.0,0,4517,59,0.0
711082908,Existing Customer,44,M,4,Uneducated,Single,80 - 120,Blue,31,3,2,19719.0,1303,8385,97,0.066
751563933,Existing Customer,43,F,3,High School,Married,Less than 40,Blue,36,3,3,9484.0,2451,7242,95,0.258
720935658,Existing Customer,57,F,4,Post-Graduate,Single,Less than 40,Blue,45,2,2,3059.0,1744,7709,89,0.57
714754533,Existing Customer,51,M,0,Doctorate,Single,120 +,Platinum,44,3,2,34516.0,1925,8012,87,0.056
714713508,Existing Customer,49,M,2,Doctorate,Divorced,80 - 120,Blue,36,3,3,25178.0,1803,7836,87,0.072
715038033,Existing Customer,61,M,1,Graduate,Single,Less than 40,Blue,54,3,3,7169.0,629,8216,80,0.088
809169858,Existing Customer,62,M,2,Graduate,Single,60 - 80,Blue,56,2,3,18224.0,1383,7728,93,0.076
779456508,Existing Customer,52,M,2,Graduate,Divorced,60 - 80,Blue,34,2,1,4813.0,0,7477,91,0.0
708693558,Existing Customer,50,F,3,High School,Single,Less than 40,Silver,38,3,2,12569.0,2167,7344,95,0.172
816073983,Existing Customer,53,F,2,College,Single,Less than 40,Blue,48,2,2,8259.0,1182,7957,88,0.143
715851333,Existing Customer,42,M,4,High School,Married,60 - 80,Blue,27,2,3,13804.0,1903,7376,97,0.138
715404783,Existing Customer,43,F,4,Graduate,Married,Less than 40,Blue,35,3,3,6448.0,1464,7546,88,0.227
773356008,Existing Customer,57,M,2,Post-Graduate,Divorced,60 - 80,Blue,51,2,3,5479.0,1200,7960,86,0.219
789525408,Existing Customer,50,F,0,Uneducated,Married,Less than 40,Blue,42,3,4,3749.0,1594,7990,89,0.425
721212258,Existing Customer,48,M,4,High School,Single,120 +,Blue,40,2,3,30210.0,1946,7403,88,0.064
719625933,Existing Customer,41,M,3,Graduate,Married,120 +,Blue,36,2,2,5807.0,1143,8000,96,0.197
714304458,Existing Customer,44,M,3,High School,Married,60 - 80,Blue,36,2,2,3605.0,0,6800,78,0.0
819975183,Existing Customer,44,F,4,College,Single,40 - 60,Silver,39,2,1,17077.0,2179,7391,75,0.128
785515533,Existing Customer,43,F,2,College,Married,Less than 40,Blue,37,3,3,5380.0,1337,8947,93,0.249
720712533,Existing Customer,51,M,3,Graduate,Married,80 - 120,Gold,36,2,1,34516.0,761,7499,88,0.022
709861008,Existing Customer,47,M,4,Post-Graduate,Married,80 - 120,Blue,30,3,3,27720.0,2414,8520,89,0.087
713911233,Existing Customer,47,F,3,Doctorate,Single,40 - 60,Silver,39,3,2,18341.0,1060,7584,85,0.058
712580958,Existing Customer,38,M,1,High School,Single,120 +,Blue,30,2,1,27712.0,2130,7399,91,0.077
719473458,Existing Customer,46,M,3,High School,Single,40 - 60,Blue,42,3,2,8285.0,1359,7205,84,0.164
780707733,Existing Customer,41,M,1,Graduate,Married,80 - 120,Blue,30,3,3,34516.0,2109,6832,87,0.061
780620883,Existing Customer,49,F,2,Uneducated,Single,40 - 60,Blue,37,2,1,7045.0,1293,7381,98,0.184
720849708,Existing Customer,44,M,4,Graduate,Single,80 - 120,Blue,37,3,3,14388.0,2517,7042,85,0.175
789312033,Attrited Customer,48,F,4,Post-Graduate,Single,Less than 40,Blue,38,3,3,3874.0,460,4921,51,0.119
778742358,Existing Customer,44,M,4,Graduate,Married,60 - 80,Blue,24,2,2,4752.0,0,7517,76,0.0
713425383,Attrited Customer,59,F,1,High School,Single,Less than 40,Blue,46,2,3,7484.0,1939,4923,56,0.259
712029783,Existing Customer,42,M,4,Uneducated,Single,80 - 120,Silver,36,2,2,34516.0,2253,7836,93,0.065
718893333,Existing Customer,52,M,3,Graduate,Married,60 - 80,Blue,36,3,3,18336.0,2077,7509,84,0.113
718567758,Existing Customer,41,M,1,College,Married,40 - 60,Blue,32,3,4,10682.0,1334,7332,92,0.125
771719283,Existing Customer,39,F,4,Doctorate,Married,Less than 40,Blue,27,2,1,8587.0,1324,8854,92,0.154
717926358,Existing Customer,46,F,2,Graduate,Single,Less than 40,Blue,30,3,1,5494.0,2142,8328,78,0.39
779751258,Existing Customer,45,F,2,Graduate,Married,Less than 40,Blue,31,2,1,1946.0,1183,8423,82,0.608
774491958,Existing Customer,53,M,3,High School,Single,60 - 80,Blue,47,2,1,6228.0,1738,8284,77,0.279
714166833,Existing Customer,44,F,3,Graduate,Single,Less than 40,Silver,34,3,3,13609.0,1432,7796,77,0.105
789681708,Existing Customer,46,M,3,Uneducated,Married,60 - 80,Gold,33,3,1,34516.0,713,7750,82,0.021
713102733,Existing Customer,38,F,3,Graduate,Single,Less than 40,Gold,31,2,3,15987.0,1766,8195,94,0.11
715195383,Existing Customer,46,F,3,Graduate,Divorced,Less than 40,Blue,36,3,2,2391.0,1625,7649,101,0.68
787226508,Existing Customer,47,M,2,College,Single,60 - 80,Blue,41,2,3,20811.0,1302,7192,82,0.063
715170183,Existing Customer,45,M,2,Graduate,Married,40 - 60,Blue,36,2,1,3735.0,2113,7059,82,0.566
717109983,Existing Customer,50,F,2,High School,Married,40 - 60,Blue,39,3,2,2275.0,2138,7768,83,0.94
713208033,Existing Customer,43,F,3,High School,Married,Less than 40,Blue,36,2,3,7350.0,1360,7679,64,0.185
712788258,Existing Customer,48,M,3,College,Married,40 - 60,Blue,34,2,2,1913.0,1405,7265,80,0.734
709235058,Existing Customer,46,M,4,College,Married,40 - 60,Silver,36,3,2,18956.0,1694,8032,88,0.089
714786483,Existing Customer,45,M,4,College,Single,60 - 80,Blue,35,2,2,13445.0,1186,7377,82,0.088
713299758,Existing Customer,53,M,1,High School,Single,Less than 40,Blue,36,3,3,8979.0,1289,7422,87,0.144
771912408,Existing Customer,49,F,2,Graduate,Married,Less than 40,Blue,38,3,3,6674.0,1402,7468,92,0.21
721445658,Existing Customer,52,F,2,Post-Graduate,Single,Less than 40,Blue,34,3,3,6265.0,1677,8162,89,0.268
719787633,Existing Customer,47,M,0,Graduate,Married,80 - 120,Silver,36,3,2,34516.0,1913,7535,92,0.055
713697933,Existing Customer,47,M,2,Uneducated,Single,80 - 120,Blue,36,3,2,34516.0,1264,7827,77,0.037
712208658,Existing Customer,43,M,2,High School,Single,60 - 80,Blue,33,1,2,13165.0,1255,8126,95,0.095
708219108,Existing Customer,49,M,3,College,Divorced,80 - 120,Blue,38,2,3,9959.0,1143,7300,77,0.115
709065483,Existing Customer,40,F,3,College,Divorced,40 - 60,Blue,28,2,2,9243.0,2019,7841,82,0.218
715237683,Existing Customer,53,F,4,Graduate,Single,Less than 40,Blue,44,1,1,4737.0,1649,7802,88,0.348
788931558,Existing Customer,46,M,2,High School,Single,40 - 60,Blue,32,1,2,2000.0,1739,7694,85,0.87
717521508,Existing Customer,41,M,3,High School,Single,80 - 120,Gold,28,2,2,34516.0,2098,6932,87,0.061
789298833,Existing Customer,51,M,2,Uneducated,Divorced,80 - 120,Blue,40,1,2,23453.0,0,7555,96,0.0
715729683,Existing Customer,44,M,3,High School,Single,120 +,Silver,36,1,2,34516.0,1106,7936,76,0.032
717682233,Existing Customer,49,M,4,Uneducated,Married,60 - 80,Blue,36,1,2,6139.0,1585,7906,80,0.258
