CLIENTNUM,Savings,Duration_of_Contact,Num_of_Contacts_Made,Last_Contacted,Outcome
940447729,607096.83,635,9,424,0
44711995,334195.83,289,25,467,0
217883582,124065.04,944,37,437,0
627044173,818074.78,1388,5,41,0
971968870,104039.42,514,38,281,0
552213898,1406549.53,660,18,299,0
723957297,1055508.25,654,21,332,0
555055968,331672.21,445,4,87,1
11722060,859017.0,1044,25,211,1
873865945,227320.25,750,37,39,1
859005334,697485.73,99,36,262,1
743077772,55203.73,700,33,148,1
567289743,669497.37,336,50,3,1
199041336,0.0,1136,25,281,1
41546066,60379.42,1275,12,240,0
528375816,27790.25,733,3,412,1
417518278,325642.38,140,30,479,1
55706764,241329.98,1348,5,204,1
930583194,727333.57,1175,6,775,0
332588601,181193.96,232,9,17,1
13034209,885814.07,577,34,170,1
718704985,2017547.27,725,4,434,0
539378216,3024.44,771,44,294,0
876329838,0.0,328,10,218,1
431421750,954736.62,168,36,45,1
51525127,284622.53,1576,19,17,0
776902419,224984.4,177,24,166,0
708314046,119342.41,1380,46,143,0
336729646,345767.33,1332,25,544,0
711881370,24136.92,232,58,294,0
771063934,764574.38,1269,51,220,0
59087132,137559.73,1333,19,651,0
792211370,99430.35,1435,1,404,0
649515063,46865.12,783,24,376,0
456762487,199643.03,513,4,48,0
793641419,679164.87,642,24,396,0
20685477,331445.14,1055,28,561,0
839873508,94692.94,1013,16,167,1
79461606,322929.47,1128,19,745,1
813493770,129246.03,170,16,21,0
705434028,179429.63,372,20,475,1
535736921,41481.24,35,34,24,0
335373191,713460.67,661,7,33,0
908689236,0.0,1168,17,335,1
302587597,657572.13,205,46,92,1
75182176,387679.94,739,32,143,1
804509111,84146.22,114,35,58,0
852820457,0.0,1011,46,701,0
130221310,216221.77,560,24,831,0
535757639,333275.19,522,13,804,1
400021377,0.0,1531,16,414,0
155248931,394431.19,1994,24,277,0
446966479,559333.12,93,34,401,1
920210349,0.0,5,28,315,0
710455419,150776.86,939,17,2,1
373490845,140082.46,1767,5,134,1
492255097,75344.73,1183,28,239,1
542522868,148377.28,23,5,778,1
747699690,8952.82,578,33,100,0
969928176,73471.11,1662,33,145,0
923760968,477548.35,1420,15,338,1
8915570,354715.23,1106,19,154,1
922361712,87305.03,771,22,359,0
14975013,127818.61,894,44,202,1
98837060,371855.51,1261,38,587,1
279744326,613072.04,2150,33,361,1
465994874,46735.28,168,19,395,1
796132563,702464.91,1272,12,589,1
993688582,573021.22,933,44,372,0
919698773,655662.65,1169,3,470,1
178183579,174418.7,856,55,78,1
487672524,0.0,1027,26,88,0
623194194,0.0,1916,17,450,0
357455291,0.0,1084,17,292,1
572256747,1043818.1,618,17,838,0
630379316,1006398.19,900,22,37,0
608246161,40320.26,122,41,518,1
406047185,181518.79,358,9,683,0
7107825,20295.42,955,41,119,1
345652143,161312.52,1616,36,542,0
157824290,52840.68,11,24,377,0
540006036,257851.38,1376,55,433,0
48521694,492713.29,1548,10,136,0
361344615,822945.6,946,50,674,0
273328276,94760.65,382,38,40,1
447160240,139747.2,251,12,511,0
297735106,1533616.26,1975,43,63,0
40489144,0.0,1090,41,119,1
950588026,50885.0,1410,21,149,0
674838012,230325.9,62,63,241,0
845683117,47278.22,1057,6,808,1
180423509,179444.05,2420,4,339,1
816186505,23862.56,946,29,78,0
237128225,514741.85,275,33,282,0
404300006,0.0,376,39,61,1
156418487,0.0,337,22,216,1
5683730,0.0,407,3,199,0
481175462,734895.32,492,2,401,1
443199928,0.0,82,13,296,0
896726203,299988.22,1257,46,114,1
266400093,102565.32,883,58,139,0
381817539,248608.04,153,13,274,0
65826899,155461.25,262,44,254,1
361304723,40416.67,1153,24,393,0
346530825,736113.65,719,34,701,0
84716403,592091.36,1405,5,72,1
671567063,236469.72,729,50,203,0
798944232,312659.28,378,17,269,1
357517740,521041.98,96,27,78,0
850204220,216641.73,223,14,240,0
970871850,496221.37,1123,16,648,0
106689740,81086.96,508,23,466,1
603762085,91044.01,1237,50,774,0
787053545,76553.28,1148,17,96,0
74202043,167547.6,608,29,273,1
312580748,384771.49,1978,3,680,0
935485915,717408.43,1059,35,207,1
752778548,282940.58,111,20,309,1
679095940,354254.95,1611,37,246,1
186573959,86480.69,1464,34,275,0
944507114,149643.93,1739,63,122,0
886529792,366749.92,1318,51,293,1
983902697,213000.96,1095,39,13,0
612988156,139221.55,1713,29,152,1
542641937,274660.28,1303,10,351,1
106231314,529452.79,976,26,107,1
251393868,431696.03,599,9,555,0
612306062,507930.29,2870,8,22,1
127815934,117024.96,318,18,152,0
141996763,375633.34,327,6,553,1
829922983,275640.92,899,41,475,1
799117450,442072.95,1613,31,442,0
131345692,0.0,370,9,442,0
162818785,166741.92,535,5,425,1
413217402,925868.37,106,8,117,0
920136711,210904.64,1244,63,159,1
620973110,0.0,1386,31,411,1
301761368,0.0,368,1,99,0
381446438,0.0,663,51,39,1
751684497,408125.85,793,24,456,1
932609324,108844.21,584,28,296,1
688127126,158877.59,939,29,587,1
968287095,477286.96,196,41,313,0
735153627,653744.75,1254,3,286,1
302621121,401804.62,206,11,44,0
632894525,594094.01,466,24,717,0
895686477,647558.47,1053,9,687,0
687916728,20082.34,1220,23,38,1
733830256,187396.8,1187,34,603,0
665347193,162630.49,766,5,415,1
416294420,232938.9,1571,26,233,1
602256401,104523.94,648,34,399,1
761406999,378050.43,875,24,68,1
721400273,0.0,1503,29,285,1
677580182,799926.92,476,46,41,1
384663026,135517.41,266,9,470,1
363358531,310825.23,881,51,424,1
396968435,383688.58,378,33,297,1
170329247,145567.94,1321,2,212,1
791188496,451059.57,494,15,87,0
132790438,453093.5,2330,6,5,1
311186124,224857.23,76,38,458,1
182314459,0.0,613,25,219,1
576040226,485229.14,107,37,181,1
235147257,1206496.38,348,19,173,0
213650331,860073.87,0,30,19,1
988390580,564549.38,673,29,271,0
278463926,1227472.62,1030,30,338,1
335026015,70635.71,1012,30,475,0
543362932,158743.96,3366,24,826,0
324465124,0.0,1193,25,667,0
821744292,173786.38,1319,26,55,1
311690555,62600.78,273,27,410,0
23758332,46094.73,97,18,536,1
452538533,733017.44,1020,31,775,0
616144132,78654.51,1503,10,469,0
894591742,647957.88,1370,30,206,0
978560428,834009.47,1973,16,59,0
563905819,307043.14,2184,16,88,1
189555626,63642.11,1144,11,2,0
624681977,6165.02,405,11,428,0
914661976,65798.29,800,30,140,1
503480398,151496.92,359,7,477,1
658446418,277657.45,746,23,293,1
425707404,41971.25,326,30,54,0
604667638,194992.55,1563,12,204,0
339041744,292124.81,89,12,155,0
45462401,457775.09,1259,17,383,0
682392346,53161.13,1093,63,219,1
217017365,663190.44,693,46,19,1
363926324,422364.87,616,31,190,0
56273673,134590.66,227,24,24,1
717424181,0.0,1032,20,460,1
736096239,86078.81,77,44,854,1
552493405,345837.69,921,1,155,0
747148832,1220389.98,885,25,116,1
616610430,437563.9,849,3,246,0
129990479,512515.61,288,38,57,0
170983664,911694.94,1156,5,267,0
819540411,270307.84,1395,4,37,1
490404390,0.0,1978,16,262,0
201942718,373213.49,649,7,90,0
570753297,102185.46,959,13,96,0
626660972,186070.09,1330,27,121,0
70603718,0.0,275,22,282,1
212969096,0.0,584,43,117,0
143151139,0.0,1424,1,254,0
287270010,188930.39,867,24,30,1
321119386,14766.39,330,17,2,1
585919716,440652.15,628,7,165,0
277277612,339746.07,1261,43,335,0
43786424,870754.67,1622,30,80,1
226506979,57031.38,927,25,299,1
830167687,163564.19,242,38,479,1
995419358,620604.54,297,12,393,1
646754351,39771.41,1504,55,155,0
919947155,0.0,1975,29,262,0
353806696,193236.39,1452,22,398,1
743461922,80562.46,1048,26,414,0
52706754,0.0,307,17,411,0
970742706,58989.45,807,34,290,1
823574644,227456.94,40,13,294,1
343247209,248535.6,669,8,84,1
770476559,18138.4,565,27,293,0
266505729,637869.74,671,41,364,1
464187748,100680.59,233,30,53,1
638335892,481026.31,1221,50,394,0
184525966,427542.05,96,46,472,0
656619783,799646.27,1462,37,686,1
47623124,177815.82,345,2,273,0
910735671,625758.96,239,25,72,1
762047493,460464.27,525,50,173,0
80256360,0.0,178,3,128,1
521800422,0.0,681,28,587,0
683141183,730940.64,30,21,469,1
598715778,235199.54,661,55,233,0
438950305,47410.02,1553,31,207,1
264649682,273761.13,619,10,384,0
50498826,251571.3,670,28,428,0
892193849,603171.64,1282,8,68,1
60020928,308991.92,1727,50,111,1
27954660,28774.95,1224,37,143,1
874554495,0.0,1070,5,219,0
392342731,131728.18,405,27,547,0
118213961,0.0,640,46,18,0
750599670,206443.8,280,15,210,0
715117955,19666.51,2485,31,475,0
142605697,587578.22,236,29,199,0
321817247,778310.89,76,28,543,0
357360074,234728.73,1120,16,407,0
24201325,538364.16,242,7,18,1
48337443,0.0,1232,28,518,0
358348001,1067999.69,1291,37,354,0
818294467,541611.7,399,9,585,0
176469555,280407.66,116,24,326,0
452970590,358898.92,758,26,20,1
957389886,0.0,1297,14,319,1
61251317,596839.98,889,58,56,0
633102746,597250.5,1021,7,592,0
486097607,877124.95,845,3,20,1
767734975,1310290.05,608,23,427,0
877370619,177024.75,1975,1,272,0
204946591,53458.11,1279,3,428,1
276472968,0.0,161,1,745,1
507176657,0.0,953,21,394,0
395322978,138088.43,1662,24,518,1
166927608,86369.53,1232,6,544,0
848314524,15995.66,1204,50,50,0
177811101,821796.95,1110,2,71,0
716362328,404372.36,1584,12,251,0
741921641,468512.18,897,4,241,0
452973076,161970.07,822,17,376,0
32373908,151187.89,303,38,219,1
111101035,424898.49,343,34,232,1
638788532,111576.74,1387,3,77,1
540665929,987252.65,1534,38,170,0
822865181,0.0,955,20,828,0
581525683,130437.44,171,27,461,0
799170124,0.0,1393,14,156,1
491841753,437325.82,708,25,122,1
498588039,533547.23,1476,30,514,0
30255475,0.0,1594,5,655,1
933015084,235631.04,473,12,531,1
691465465,526414.41,1372,13,210,0
572159418,136204.15,412,51,174,0
794203048,802497.51,685,16,347,0
796610421,515387.13,198,36,172,1
674721148,0.0,617,36,220,1
226681252,478886.86,992,51,334,0
153776007,0.0,663,63,592,0
506226349,445348.51,1408,2,594,0
949181759,629110.12,619,46,13,0
280703766,33348.22,1540,3,626,0
31725745,315264.28,283,15,88,0
739013157,2014035.84,1342,11,386,1
822421821,0.0,145,25,486,0
937729008,816170.8,124,36,202,1
796126838,42766.69,891,28,19,1
564264634,0.0,2129,18,148,1
53071798,921628.6,601,2,578,1
534402097,544732.09,481,23,198,1
827874445,339717.14,1094,29,191,1
463856949,399824.72,388,19,183,0
634681546,330709.58,650,37,326,0
2542207,280684.08,512,46,745,1
275676090,570386.04,262,28,775,0
283176109,922178.35,1345,39,112,0
60786492,812251.17,1012,3,238,1
655399019,138435.32,0,37,831,0
251635691,0.0,1554,25,686,1
149669698,35925.72,2485,8,187,0
922165879,84460.86,203,28,70,1
907784100,371214.25,118,50,217,0
221721628,1265210.54,738,9,401,0
109310059,442241.53,1013,8,749,0
794643142,959960.84,1165,51,404,1
306120289,463203.96,515,24,237,1
444546125,210730.81,1867,7,369,0
886766316,47996.12,800,18,297,1
36318694,699183.88,98,18,491,0
955330934,264847.25,538,25,319,0
38478545,775401.0,895,31,275,0
624960371,359715.47,389,22,124,0
524383468,730225.3,681,38,307,1
628056749,0.0,1057,58,850,0
339962708,288118.49,446,33,50,0
92687154,609811.86,1432,3,50,1
359928266,589913.38,1023,36,14,1
645333146,455569.67,829,46,828,0
25787289,839733.62,256,41,91,0
227685381,143892.96,227,12,15,0
653551436,75891.14,1014,33,306,1
377047796,41993.22,687,46,80,0
849928190,64631.27,877,9,93,0
931676533,424374.93,297,19,297,0
109096501,0.0,1446,8,396,1
7127841,111541.16,654,30,384,1
458831962,0.0,1393,37,446,0
241278063,817507.39,626,43,107,0
753886458,27549.36,115,22,520,0
534187886,364765.79,475,2,460,1
126267237,173654.79,1917,4,51,1
592002951,95237.02,372,31,435,0
634874144,292553.91,167,31,87,0
142497827,123160.45,239,20,314,1
468766214,137803.07,791,31,128,0
343583316,1236993.17,1054,55,484,0
118332154,67567.6,1468,15,42,0
383711304,1413.74,1461,35,116,0
243440803,95636.51,34,21,10,1
791029016,476585.97,1205,9,119,0
136161812,555901.37,7,58,397,1
881855160,0.0,1318,9,164,0
131317357,211715.72,1666,28,117,0
697230217,0.0,304,11,29,1
572407522,294830.03,94,21,335,0
272275760,395098.15,8,37,180,0
780922451,543795.64,70,50,260,0
609278081,177435.89,271,37,237,0
650057916,596388.32,366,55,210,1
26530203,304090.08,2016,13,248,1
598305057,111438.66,617,23,317,1
925792310,194230.66,271,15,131,1
38311893,0.0,1391,13,106,0
499541809,226545.73,426,24,57,1
317351977,1248986.91,35,34,535,0
870346537,23181.27,469,51,254,0
514289371,23452.93,1060,25,579,0
65678067,314477.03,622,63,116,1
258969853,0.0,799,34,-1,1
367871535,155760.49,251,35,456,1
792053410,52752.21,1871,31,57,0
997986367,220983.02,1255,3,381,1
634963646,479089.57,169,18,547,0
680532010,0.0,1238,63,43,1
22139305,767489.09,1611,36,550,0
631981289,174108.5,520,7,71,1
939680992,467502.33,1740,26,34,1
695345891,81774.92,3881,51,199,0
413985598,0.0,1068,29,49,1
242539184,0.0,794,51,454,1
700803317,46702.02,571,36,145,1
177164179,88326.39,127,17,528,1
46088416,257116.98,1792,26,139,0
580976998,242988.12,783,9,446,1
801573540,157527.28,1486,11,701,1
97515885,842766.42,934,2,373,0
6024401,203617.25,1045,19,484,1
974057707,819327.06,399,30,274,0
579303076,92483.87,876,37,42,0
922608352,35429.32,1602,41,288,0
680239925,320870.94,1441,2,225,0
367022227,51369.5,620,58,393,1
561762376,0.0,744,51,353,0
224351411,143283.88,1123,63,339,0
359070578,197955.98,697,29,465,0
103263649,352160.14,587,28,334,0
710056300,57783.17,1484,8,60,0
226117598,349283.59,577,10,119,1
734412583,0.0,1541,18,430,0
702035387,670867.31,595,31,363,1
419134023,0.0,1262,32,248,0
210108654,0.0,286,7,262,0
634517200,777285.57,1462,46,412,0
493374579,904694.41,321,25,179,1
266851625,0.0,314,17,384,1
490449077,312905.64,1925,36,167,1
73312424,0.0,463,63,40,0
864322580,0.0,369,39,56,0
187641885,477657.89,247,37,376,0
749195115,0.0,1238,32,27,0
876939543,75306.28,1556,4,771,1
328248447,414344.17,1368,1,241,1
424329831,205605.16,1508,8,293,1
128937531,287737.9,1151,2,854,1
528829462,177134.59,1052,28,826,0
326440226,527654.17,315,26,850,1
745867110,89887.9,1529,19,280,0
746054011,485752.69,673,3,831,1
632216826,658063.61,195,10,163,1
979044683,456864.79,771,10,291,1
939603266,109514.01,923,10,306,0
540756785,192775.67,671,37,655,1
716316257,213943.82,844,44,477,0
722587880,137946.63,1187,36,79,0
960990856,31483.18,140,26,65,0
290554859,284979.94,3253,15,60,0
84514914,8296.85,2260,43,242,1
981431472,124493.15,823,19,772,0
801966417,809606.64,191,19,416,1
516655898,0.0,1321,46,279,0
270866094,42391.26,1973,51,289,0
713013365,285990.9,1369,24,242,1
425172718,215935.51,408,58,340,1
232628896,129831.26,918,24,205,1
200177073,507647.13,695,7,595,1
408018502,0.0,1345,20,458,0
892780034,149870.74,1006,41,280,0
523034036,289576.48,829,33,437,1
369679570,772777.28,512,24,316,0
625435143,228065.35,1435,5,444,0
592453235,33702.9,814,9,157,0
394035516,288700.74,2301,1,431,0
531592074,991708.58,1877,5,10,1
207901835,0.0,1064,33,404,0
423708473,0.0,775,8,274,1
238891483,829723.66,197,4,769,0
86654992,211334.7,150,19,245,1
735903247,416438.39,635,43,326,0
92100253,160427.31,506,63,360,0
745238266,0.0,405,13,64,1
539110058,223833.32,866,31,218,1
908909939,851610.36,1282,5,674,0
708493928,113814.04,809,24,319,0
841467664,0.0,574,12,112,1
7776946,249557.92,414,2,368,0
196899409,80562.27,1823,44,420,1
687829101,155312.33,936,30,233,1
18566514,144367.4,624,3,121,0
291455585,274298.04,1366,4,129,1
707729633,314028.56,1473,11,90,1
670934716,388023.64,343,21,211,0
194214878,25569.98,103,3,355,1
30772977,117364.29,394,15,299,1
312064602,620128.73,637,2,235,0
416677610,82946.46,526,24,828,0
887044132,455412.66,3253,31,73,1
418000572,73344.1,276,6,89,0
480526130,752837.0,489,2,53,0
128057924,0.0,1111,23,241,1
297698499,71881.73,177,3,63,0
991811602,348633.67,338,24,871,0
441128722,72878.74,299,63,490,0
598345358,470807.35,58,24,273,0
429781331,98548.51,1381,13,58,1
883635957,233016.63,1387,19,35,1
502153665,0.0,802,31,309,1
79011496,384852.2,735,22,195,0
630176392,694.44,1119,34,338,0
103582468,804239.41,895,28,36,0
276214014,6073.92,608,11,321,0
818321516,217612.53,3,28,92,0
37267335,184385.7,1150,18,370,0
763645898,91658.12,332,38,760,0
400355729,675162.4,402,18,225,1
456148102,164350.33,1842,2,455,0
626969317,441766.73,1661,46,467,0
765839413,802870.29,1368,10,186,0
617360272,110631.03,55,51,205,0
516744078,144953.71,445,6,170,1
794191315,259349.12,148,58,306,0
399732652,26164.28,919,26,392,1
939863972,252350.07,1179,24,323,0
951092116,306133.31,940,20,297,0
714170296,47872.2,2372,17,449,0
224667916,186859.76,196,6,230,1
944211434,0.0,1424,1,515,0
267337613,178761.55,509,19,435,0
315223716,302110.93,1859,31,414,1
127541415,143804.68,994,39,347,1
649804774,0.0,744,7,87,0
233792877,230862.9,875,6,255,1
748177692,200427.68,1437,30,445,1
780861037,41580.7,1062,31,332,0
55927881,54709.74,18,18,385,0
913651874,0.0,945,5,515,0
913691519,433.78,1027,22,347,0
225419485,373409.69,316,9,123,0
798731943,33704.35,794,17,122,0
416905390,284493.79,249,38,687,0
369951422,665871.39,938,16,173,1
482631613,118770.79,1268,20,118,1
665331842,150733.42,2330,24,247,0
548352930,141920.66,808,32,390,1
638220147,1000648.79,731,20,144,1
846659549,0.0,926,25,243,0
18108648,179312.99,2093,4,385,0
59626009,341326.49,836,31,104,0
968647589,423791.62,1306,35,368,0
934780969,375277.9,1256,24,490,0
792890133,375115.21,1217,51,99,0
541015524,218616.89,13,24,121,1
700024088,293059.11,1332,17,264,1
856215291,749951.74,652,6,282,1
414496740,382183.03,1804,24,348,1
367065913,130248.54,1134,11,383,0
240867569,206886.59,1105,1,260,1
744821604,91904.56,498,29,321,0
739600873,232506.23,754,5,281,0
324616576,130467.33,1739,10,318,1
263743340,38425.82,1038,29,850,1
704844466,103630.28,1767,35,586,0
812010719,0.0,713,3,445,0
718780051,0.0,830,51,364,1
940540272,508785.56,19,44,579,1
49997136,468317.22,1209,36,85,1
889220523,1026762.57,17,19,446,0
223189572,665846.44,1569,14,553,1
670321350,231695.25,634,7,769,0
427598266,488205.65,1650,3,536,0
816239953,44135.77,509,32,775,0
389777254,0.0,220,36,401,1
551638953,0.0,843,12,416,1
384757740,224525.24,547,51,804,0
938858750,671872.17,810,7,28,0
769325554,226474.59,5,15,65,0
551822344,0.0,1635,51,254,1
746501062,566988.1,3322,44,200,0
899821964,447585.26,2184,20,108,0
999167944,15999.71,940,2,269,1
410759529,703959.78,1118,3,48,1
755268127,143889.19,745,11,69,1
674989780,0.0,299,18,300,1
595355048,867921.02,783,23,362,1
312358181,233211.85,599,43,170,0
329360191,332977.45,119,21,29,0
197218750,270188.9,703,6,327,0
272043792,0.0,856,8,396,1
707547870,172676.57,187,36,309,1
857339456,177265.77,1120,3,412,1
292679280,320010.23,817,29,372,1
920612921,3966.75,1833,16,33,1
953832474,0.0,148,63,204,1
86819543,803174.32,360,6,131,1
152979395,0.0,59,19,357,1
285771536,602859.51,1117,34,655,1
304995703,889820.44,1105,4,49,0
368903352,304905.46,1448,44,761,0
702280392,0.0,614,4,524,0
190075455,0.0,526,16,774,1
875722579,121609.38,1521,20,518,0
289057375,0.0,990,18,290,1
999013119,0.0,648,36,536,0
814722681,234890.33,866,63,373,1
796300973,0.0,11,12,81,0
459060186,0.0,678,63,83,1
44135393,139268.21,753,63,20,0
911530569,45327.47,835,43,187,0
780986631,769365.85,219,9,289,0
51416939,206168.14,448,63,195,0
929272973,524855.31,557,63,322,1
114902649,315688.44,1721,17,2,1
741382429,496466.05,959,31,186,1
724177952,1093154.47,481,34,361,0
342994415,0.0,551,19,325,1
447937090,421440.31,684,51,491,0
50072127,160720.31,54,58,450,1
693092401,569350.96,674,38,291,0
941152058,234014.14,1048,16,776,1
645392133,0.0,916,12,769,0
7980487,0.0,1720,7,774,0
995145982,19712.3,2201,44,56,0
833135342,128047.79,1420,13,107,0
675537601,48230.42,826,8,207,1
827238542,228733.63,737,30,68,0
399216380,268915.54,1502,12,401,0
338363334,277485.82,1185,17,26,1
600370850,215098.04,407,17,381,0
896886063,87743.93,1246,10,144,1
705387822,808476.16,195,12,417,1
298484861,282386.73,3322,31,193,1
212230786,233668.33,1003,58,153,0
938220845,70198.42,1837,21,130,1
677323028,260463.24,979,27,64,0
767990981,0.0,1313,27,296,1
138774490,121949.21,1230,16,61,1
377520069,0.0,318,37,536,0
671518509,213313.86,41,26,33,1
750912398,264356.67,31,8,260,0
511120364,85937.07,1516,55,526,1
83662693,174579.9,504,63,97,0
386002011,180270.9,344,17,526,0
124300611,34288.68,2016,63,778,0
469224860,130096.13,1368,41,248,0
816233084,460412.58,1419,50,544,0
642550689,383426.72,896,41,295,1
311744344,376486.15,146,6,311,1
467650795,11504.49,1730,35,871,0
255704766,466851.15,1257,30,70,0
45529109,215985.3,343,13,424,0
4300367,249015.85,17,17,594,0
254886937,467033.19,807,27,241,0
978831708,0.0,1992,44,201,1
994336054,179931.2,865,29,288,1
862217649,0.0,1095,27,831,1
616330551,106355.44,418,10,774,0
438469020,17593.9,1875,8,530,1
323306872,365340.59,889,24,367,0
919743415,41285.19,795,36,301,0
229583278,204346.03,1297,39,305,0
823888091,364432.6,622,14,493,1
471543875,257373.32,674,24,524,0
241349831,43291.01,1330,35,60,1
783917444,790337.2,696,4,319,0
592310993,140364.45,87,50,9,0
430918242,32366.06,943,58,126,1
532505934,204383.31,235,13,10,0
966836666,588077.25,1431,28,145,0
909329222,31403.68,2,22,170,1
874475174,0.0,978,44,470,0
654278764,26014.62,372,12,300,0
545858407,510405.53,707,27,376,1
942806209,68017.15,1066,9,76,1
487417952,29768.2,209,10,515,0
189022122,1695.85,1063,23,239,0
505167279,236007.59,990,34,20,0
987019667,13194.81,154,15,377,1
192439618,269082.66,461,39,175,1
43337516,187093.01,1543,25,201,1
501088053,685736.76,193,35,64,0
275280299,192392.96,1451,24,530,1
659406735,1171897.08,1248,28,157,1
426908894,0.0,685,38,378,0
211585376,241310.53,71,14,381,0
664787763,673770.21,208,1,420,0
569106996,0.0,1541,63,12,1
268235859,307849.2,232,55,411,1
456095816,337357.6,798,2,230,1
362758675,1324445.61,1368,25,13,0
916175153,166928.47,1548,41,320,0
222683914,441606.51,73,13,208,0
90221193,600433.33,490,24,373,0
531981575,42266.47,1372,31,247,1
993514700,285708.03,616,2,119,0
553245728,237993.32,546,9,472,1
473072723,25197.05,1048,38,579,1
106755140,125189.27,1276,12,500,1
855071725,750112.18,905,7,553,0
537996990,83887.81,746,22,544,1
462522771,373951.26,86,15,130,1
325856470,68790.17,1086,55,124,1
816790663,23171.24,905,10,656,1
211116337,142056.28,756,43,231,0
196452730,16197.46,4,27,32,0
503820119,322729.5,1569,16,33,0
752563084,489502.56,562,4,291,0
644036431,334097.07,806,29,250,1
273328272,512664.89,186,7,284,0
204801440,270215.89,1352,12,334,1
812697867,388338.72,1473,25,109,0
39618291,0.0,923,12,12,0
398298083,167628.11,296,63,465,1
613120010,663285.56,1181,35,515,0
56316556,0.0,1275,28,257,0
119357397,742406.35,189,5,842,0
853194978,0.0,1275,44,550,1
537952425,79302.29,637,11,173,1
525383613,0.0,25,28,396,0
618027950,547863.65,623,15,370,1
318888765,424617.4,1425,33,585,1
563431964,0.0,1044,25,188,0
650774195,0.0,1343,34,771,1
913742539,686911.93,311,16,687,1
495146803,255211.8,1437,17,193,1
523100071,245440.83,1148,44,424,1
153647287,110783.49,1027,9,264,1
928836389,0.0,1359,43,223,1
789085482,207801.08,1337,31,401,1
115978200,0.0,1649,37,2,0
406371425,0.0,1262,32,514,1
578911373,0.0,1199,36,188,1
678396394,0.0,738,63,776,0
16718214,682025.56,535,1,263,0
907639227,171802.26,137,12,504,0
180149813,349275.38,498,44,213,1
865812212,248618.62,157,3,345,1
33055377,0.0,257,51,683,1
967975247,253839.1,1089,37,82,0
994978615,469107.26,648,21,207,0
708812854,207707.9,106,46,417,0
8517088,291508.28,1665,7,475,0
779832738,30751.11,257,25,263,0
584543895,722908.44,1268,15,292,1
128474812,137238.18,157,13,177,0
871002802,742072.8,90,1,105,1
580831586,449769.07,446,4,475,0
422356807,401079.0,1339,41,346,1
530147836,183341.59,234,6,372,1
975811743,696503.96,1100,23,318,0
23240507,1033540.27,1778,21,70,0
388376857,215998.74,816,5,36,0
36167099,332474.47,444,27,779,1
365715341,39459.95,935,29,531,1
857926368,78862.98,819,4,578,0
92161734,167007.44,414,35,154,1
89895684,104678.15,52,32,769,1
221300470,0.0,298,13,163,1
858079315,133228.86,299,20,760,0
359589169,572502.0,1642,9,154,1
64968821,448959.99,298,3,30,1
469715279,67959.14,1151,18,63,0
482376256,0.0,117,6,41,0
124841799,43826.42,494,9,132,0
794955373,737389.77,673,37,36,1
572434022,830600.21,1495,21,350,0
260090053,0.0,877,63,180,1
312449563,151607.12,60,6,303,0
179009358,0.0,419,31,477,0
941149166,99078.54,1543,24,322,1
902482518,594750.63,526,8,122,0
498814267,1197168.14,201,34,296,0
171204255,451834.99,549,63,192,0
531772410,30381.54,1275,34,13,1
233358494,309635.73,985,13,26,1
662076368,97252.91,1360,63,357,1
618801174,0.0,343,16,354,0
426574401,679509.33,824,30,103,1
488284263,0.0,989,43,369,0
796139585,806830.87,1,29,427,0
680359847,48306.76,1600,33,838,1
537533220,165110.82,211,27,409,0
595568492,0.0,685,35,61,1
338969591,181410.67,479,30,381,0
919848515,127349.38,553,12,356,0
404071491,425901.82,811,31,141,1
803806042,187016.94,456,38,319,1
475876351,156170.58,1311,18,222,1
82184215,159522.55,360,14,40,1
370940634,488249.62,708,26,388,0
238610474,0.0,741,23,701,0
617699175,0.0,238,35,349,1
400591625,328384.78,841,6,109,0
310977413,228080.23,1275,41,228,1
962323766,0.0,1150,29,511,0
359084977,671393.17,930,16,594,0
993484774,104222.08,1553,27,403,1
751988748,43772.47,75,38,409,0
50402485,400774.97,1692,58,212,1
28960616,318133.9,492,11,284,1
847700644,241031.84,123,24,177,1
102695286,584128.31,186,8,520,0
606655884,343597.34,559,34,828,0
201891841,347299.88,512,41,616,1
159633904,273735.66,1569,39,286,0
726364483,1306867.99,1133,50,284,0
534551689,606619.09,322,30,59,1
183966434,297808.52,387,11,348,0
661685175,272057.49,1837,22,464,1
451015831,0.0,1408,27,44,0
142608135,94332.0,1616,12,73,1
146382580,40271.7,403,2,433,1
742082279,0.0,188,22,342,1
968354551,0.0,1079,24,128,1
225874209,743890.69,569,12,190,0
195812686,704329.86,3785,9,226,0
807666858,2146.66,413,16,216,0
43565363,1872008.84,790,9,201,0
70810998,7696.01,143,29,159,0
199003726,358990.38,44,22,409,1
821534199,421492.39,1318,46,558,0
318551983,0.0,662,34,306,0
967722255,0.0,1067,10,164,1
827365979,214683.02,1975,44,251,1
114655212,271035.09,714,58,268,0
908113451,212776.72,355,55,58,1
382710801,619290.59,75,50,231,0
414027153,852901.18,1488,12,687,1
755220599,616521.34,1111,55,313,0
415641297,413843.2,1389,18,18,0
680056692,159763.83,495,10,542,0
386713989,251175.65,303,10,359,0
474052638,255642.54,1025,8,508,0
362950927,197867.15,286,55,477,1
276945707,297458.3,163,20,251,1
901652732,29549.34,123,3,81,0
655129535,839977.54,1543,31,48,1
515838465,524862.52,1136,15,52,0
535642456,2366.91,1175,12,417,1
