,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Age_Group,AdSpend,ConversionRate,Campaign_Channel,Campaign_Type,Total_Indiv,Avg_Open_To_Buy_Avg,Conversion_Value,Total_Customer_Growth,ROI
9420,714471183,Attrited Customer,47,M,4,Graduate,Divorced,$80K - $120K,Blue,39,4,3,4,17504.0,476,17028.0,0.892,10468,66,0.737,0.027,0.99816,0.00184351,40-50,2718.2006804679177,0.10013522096677466,Social Media,Awareness,19922.76,6205.967793556592,621.4359563204763,20544.195956320476,6.5580129546520265
9421,780613758,Existing Customer,47,M,5,High School,Single,Less than $40K,Blue,35,4,3,5,4165.0,0,4165.0,0.813,17093,111,0.82,0.0,0.00089586,0.9991,40-50,3484.787407883631,0.05687037055338084,Referral,Consideration,4373.25,6205.967793556592,352.9356880619107,4726.185688061911,0.356233576076941
9422,710734308,Existing Customer,49,M,1,Graduate,Single,$60K - $80K,Blue,40,6,3,3,6481.0,1569,4912.0,0.692,15937,119,0.803,0.242,0.00028395,0.99972,40-50,6586.707306920216,0.199995,SEO,Consideration,5894.4,6205.967793556592,1241.1625288723508,7135.56252887235,0.08332770781775722
9423,713733633,Attrited Customer,27,M,0,High School,Divorced,$60K - $80K,Blue,36,2,3,2,13303.0,2517,10786.0,0.929,10219,85,0.809,0.189,0.99338,0.00662,18-30,9274.401476136238,0.0939446784565082,Email,Retention,11648.88,6205.967793556592,583.0176488771197,12231.897648877119,0.3188880900132208
9424,720841533,Existing Customer,29,M,0,Graduate,Married,Less than $40K,Blue,15,3,1,5,4700.0,0,4700.0,0.617,14723,96,0.655,0.0,0.00023467,0.99977,18-30,8561.842596110147,0.06575611061764418,Referral,Awareness,2115.0,6205.967793556592,408.0803047226445,2523.0803047226445,-0.7053110616785992
9425,712210458,Existing Customer,38,M,1,Uneducated,Single,$40K - $60K,Blue,36,2,3,2,5639.0,1558,4081.0,0.614,16628,109,0.946,0.276,0.0001736,0.99983,30-40,8378.017640177884,0.0506157993817934,Social Media,Conversion,4407.48,6205.967793556592,314.12002080853154,4721.600020808532,-0.4364299260763694
9426,714109308,Existing Customer,46,M,5,College,Single,$80K - $120K,Blue,36,1,2,3,13187.0,2241,10946.0,0.689,15354,112,0.931,0.17,0.00019215,0.99981,40-50,6645.829901597834,0.08550853093301104,SEO,Retention,11821.68,6205.967793556592,530.6631890446042,12352.343189044605,0.8586607499651434
9427,712503408,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,40,6,3,4,17925.0,1909,16016.0,0.712,17498,111,0.82,0.106,0.000516,0.99948,50-60,7015.676556057352,0.07230209201022447,Referral,Retention,19219.2,6205.967793556592,448.7044544222185,19667.90445442222,1.8034223495438804
9428,713755458,Attrited Customer,50,M,1,Unknown,Unknown,$80K - $120K,Blue,36,6,3,4,9959.0,952,9007.0,0.825,10310,63,1.1,0.096,0.99813,0.00187387,40-50,3187.387310312201,0.199995,Email,Consideration,9727.56,6205.967793556592,1241.1625288723508,10968.72252887235,2.441289514263008
9429,716893683,Attrited Customer,55,F,3,Uneducated,Single,Unknown,Blue,47,4,3,3,14657.0,2517,12140.0,0.166,6009,53,0.514,0.172,0.99691,0.00308778,50-60,6588.517974256393,0.038707197958621334,Email,Awareness,17117.399999999998,6205.967793556592,240.21562391002348,17357.61562391002,1.6345250467149361
9430,710841183,Existing Customer,54,M,1,High School,Single,$60K - $80K,Blue,34,5,2,0,13940.0,2109,11831.0,0.66,15577,114,0.754,0.151,3.8311e-05,0.99996,50-60,4102.992280117265,0.08964419696209441,PPC,Conversion,12067.619999999999,6205.967793556592,556.3289992260017,12623.948999226,2.076766451743166
9431,713899383,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,50,4,1,4,3688.0,606,3082.0,0.57,14596,120,0.791,0.164,0.00014834,0.99985,50-60,5928.71424120739,0.024249035546945505,Referral,Conversion,4623.0,6205.967793556592,150.48873362915276,4773.488733629153,-0.19485262075019047
9432,772366833,Existing Customer,50,M,2,Graduate,Single,$40K - $60K,Blue,40,3,2,3,4003.0,1851,2152.0,0.703,15476,117,0.857,0.462,0.00019143,0.99981,40-50,4617.334127745078,0.1557133404107252,Referral,Retention,2582.4,6205.967793556592,966.3519756160749,3548.751975616075,-0.23142837892280843
9433,710638233,Attrited Customer,41,M,2,Unknown,Divorced,$40K - $60K,Blue,25,4,2,3,4277.0,2186,2091.0,0.804,8764,69,0.683,0.511,0.99527,0.00472896,40-50,4399.174556703927,0.10187501067927422,Email,Conversion,1568.25,6205.967793556592,632.2330352438097,2200.48303524381,-0.4997963806890815
9434,716506083,Attrited Customer,44,F,1,High School,Married,Less than $40K,Blue,36,5,3,4,5409.0,0,5409.0,0.819,10291,60,0.818,0.0,0.99788,0.00211827,40-50,8836.509527240823,0.010018,SEO,Retention,5841.719999999999,6205.967793556592,62.17138535584995,5903.89138535585,-0.3318751745634881
9435,717406983,Attrited Customer,30,M,2,Graduate,Unknown,$40K - $60K,Blue,36,4,3,3,5281.0,0,5281.0,0.535,8395,62,0.722,0.0,0.99671,0.00329379,18-30,6236.508269867431,0.052233599911390594,Referral,Consideration,5703.48,6205.967793556592,324.1600387916105,6027.64003879161,-0.03349121367881409
9436,810347208,Existing Customer,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,34516.0,2264,32252.0,1.975,1330,31,0.722,0.066,0.00012303,0.99988,50-60,6297.263823329003,0.10476083442005749,PPC,Consideration,44507.759999999995,27072.05172413793,2836.0907280836454,47343.85072808364,6.518162182231022
9437,785432733,Existing Customer,42,F,4,High School,Married,Less than $40K,Gold,36,2,3,3,15433.0,0,15433.0,0.865,966,22,1.2,0.0,0.00035532,0.99964,40-50,5980.458327521462,0.122000042530764,SEO,Awareness,16667.64,27072.05172413793,3302.7914617398706,19970.43146173987,2.339281099884598
9438,779749908,Existing Customer,48,M,4,College,Married,$60K - $80K,Gold,33,2,2,3,34516.0,2061,32455.0,0.722,1350,32,0.455,0.06,0.00022488,0.99978,40-50,5868.960247828046,0.04431658219376206,Email,Retention,32130.449999999997,27072.05172413793,1199.7408053865365,33330.19080538653,4.679062286666739
9439,716455683,Existing Customer,40,F,3,High School,Single,Less than $40K,Gold,36,3,2,3,15534.0,726,14808.0,0.556,1279,28,0.867,0.047,0.00022248,0.99978,30-40,4371.872043822888,0.1552536383096635,Social Media,Conversion,15992.64,27072.05172413793,4203.034526679812,20195.67452667981,3.619456910962138
9440,827332983,Existing Customer,46,M,3,High School,Single,$80K - $120K,Gold,42,3,2,2,34516.0,2113,32403.0,0.618,1362,31,1.214,0.061,0.00013228,0.99987,40-50,7975.740204979125,0.18166262894108365,Social Media,Retention,40827.78,27072.05172413793,4917.980087035893,45745.760087035895,4.735613110677496
9441,708579633,Existing Customer,40,M,4,Unknown,Divorced,$40K - $60K,Gold,28,4,2,2,23981.0,1788,22193.0,0.631,1421,34,0.308,0.075,0.00015117,0.99985,30-40,7842.970600492036,0.199995,Social Media,Awareness,18642.12,27072.05172413793,5414.274984568966,24056.394984568964,2.0672555349193535
9442,710997183,Existing Customer,46,M,0,Unknown,Married,$60K - $80K,Gold,36,3,3,2,34516.0,1092,33424.0,0.737,1409,39,0.345,0.032,0.00019547,0.9998,40-50,6622.399743668743,0.06054114002719215,Social Media,Conversion,36097.92,27072.05172413793,1638.9728742544232,37736.89287425442,4.698371335909203
9443,718206783,Existing Customer,45,F,4,Unknown,Single,Less than $40K,Gold,36,6,1,3,15987.0,1648,14339.0,0.732,1436,36,1.25,0.103,0.00012303,0.99988,40-50,100.054813,0.08833771822534826,Email,Consideration,15486.119999999999,27072.05172413793,2391.4832769889504,17877.60327698895,177.67809394625476
9444,803347908,Existing Customer,34,F,1,Graduate,Single,Less than $40K,Gold,28,4,3,2,15987.0,0,15987.0,1.494,2327,65,0.806,0.0,0.00019451,0.99981,30-40,9717.729447057398,0.0880021930945118,Email,Conversion,13429.08,27072.05172413793,2382.399923292197,15811.479923292198,0.6270755436682829
9445,816776283,Existing Customer,42,M,4,High School,Unknown,$80K - $120K,Gold,37,5,1,2,34516.0,1797,32719.0,1.314,1534,30,0.875,0.052,6.4694e-05,0.99994,40-50,5240.969907537704,0.05666791060591,Social Media,Consideration,36318.09,27072.05172413793,1534.11660702202,37852.20660702202,6.222366713569936
9446,710628783,Existing Customer,38,M,4,High School,Single,$80K - $120K,Gold,36,6,1,3,34516.0,1140,33376.0,0.815,1445,45,0.957,0.033,0.00010881,0.99989,30-40,100.054813,0.0381318436961242,Social Media,Consideration,36046.08,27072.05172413793,1032.3072448782173,37078.38724487822,369.5807460244638
9447,720009558,Existing Customer,33,F,2,College,Single,Unknown,Gold,36,3,1,3,34516.0,1540,32976.0,1.038,2574,72,0.756,0.045,0.00010376,0.9999,30-40,3285.858025793148,0.17290166687864583,Email,Conversion,35614.08,27072.05172413793,4680.8028689283665,40294.88286892837,11.263123528960719
9448,714832383,Existing Customer,35,M,0,High School,Single,$80K - $120K,Gold,29,6,2,3,34516.0,1965,32551.0,1.044,2949,70,1.0,0.057,0.00018399,0.99982,30-40,8289.579064911184,0.199995,Email,Consideration,28319.37,27072.05172413793,5414.274984568966,33733.644984568964,3.069403852767329
9449,806170158,Existing Customer,39,M,4,Graduate,Single,$60K - $80K,Gold,34,3,3,2,34516.0,542,33974.0,0.866,3899,78,0.857,0.016,0.00021733,0.99978,30-40,5079.315310372431,0.06064761059535348,SEO,Awareness,34653.479999999996,27072.05172413793,1641.855250982785,36295.33525098278,6.145714143176809
9450,797757333,Existing Customer,43,M,3,Post-Graduate,Married,$60K - $80K,Gold,37,6,1,2,34516.0,1580,32936.0,0.707,4149,86,0.755,0.046,7.7478e-05,0.99992,40-50,911.9103757996977,0.1609427133114142,SEO,Retention,36558.96,27072.05172413793,4357.049459389707,40916.00945938971,43.86845477935099
9451,715749108,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Gold,37,5,1,2,34516.0,2429,32087.0,0.742,3205,57,0.727,0.07,6.5845e-05,0.99993,40-50,5218.94495164647,0.16084146071837618,Referral,Retention,35616.57,27072.05172413793,4354.3083439537795,39970.87834395378,6.658804358789757
9452,714199983,Existing Customer,48,M,3,Uneducated,Single,$60K - $80K,Gold,40,5,2,5,34516.0,2317,32199.0,0.699,3927,68,0.7,0.067,0.00069441,0.99931,40-50,6031.7969101443505,0.06287560548672538,Social Media,Consideration,38638.799999999996,27072.05172413793,1702.1716439231202,40340.97164392311,5.688052042348636
9453,709163358,Attrited Customer,41,M,5,Unknown,Single,$60K - $80K,Gold,32,2,3,4,34516.0,2517,31999.0,0.465,1727,35,0.458,0.073,0.99852,0.0014793,40-50,2712.1682351707013,0.15872171826406048,Referral,Retention,30719.039999999997,27072.05172413793,4296.922566588693,35015.96256658869,11.91068972511022
9454,720683958,Existing Customer,41,M,4,Uneducated,Divorced,$80K - $120K,Gold,36,6,2,2,34516.0,0,34516.0,0.742,4077,67,0.763,0.0,0.0001414,0.99986,40-50,9997.914781,0.013311507550481438,Social Media,Retention,37277.28,27072.05172413793,360.3698209328861,37637.649820932886,2.7645499732063468
9455,711750183,Existing Customer,63,F,2,Graduate,Single,Less than $40K,Gold,55,4,1,3,15987.0,1345,14642.0,0.729,3640,56,0.867,0.084,0.00010673,0.99989,60+,6164.242902463857,0.15006322388257587,Referral,Conversion,24159.3,27072.05172413793,4062.5193588399843,28221.819358839984,3.5783107196440427
9456,816084333,Existing Customer,42,M,2,Unknown,Single,$120K +,Gold,37,5,2,2,34516.0,1230,33286.0,0.72,3260,63,1.1,0.036,0.00014414,0.99986,40-50,5374.949902344089,0.055156128322265636,Referral,Conversion,36947.46,27072.05172413793,1493.1895588435643,38440.649558843565,6.151815413587217
9457,712236483,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Gold,36,5,3,4,15704.0,1991,13713.0,0.699,4487,71,0.543,0.127,0.00059445,0.99941,40-50,3006.4958150881466,0.0377263240098578,SEO,Conversion,14810.039999999999,27072.05172413793,1021.3289949564571,15831.368994956456,4.265721281069636
9458,711191808,Existing Customer,39,M,0,Graduate,Single,$80K - $120K,Gold,32,3,1,4,34516.0,1793,32723.0,0.545,4256,82,0.783,0.052,0.00015624,0.99984,30-40,4187.141121507393,0.10428681391600925,Referral,Awareness,31414.079999999998,27072.05172413793,2823.2580204797496,34237.33802047975,7.176781490506373
9459,713745783,Existing Customer,29,F,0,Post-Graduate,Single,Unknown,Gold,36,4,1,4,34516.0,1452,33064.0,0.887,2336,49,1.13,0.042,0.00018385,0.99982,18-30,6436.502368422078,0.1210963768025751,Email,Retention,35709.119999999995,27072.05172413793,3278.3273764050095,38987.447376405005,5.057241207224609
9460,719874633,Attrited Customer,44,M,1,High School,Unknown,$80K - $120K,Gold,36,2,2,3,34516.0,0,34516.0,0.596,1891,34,0.214,0.0,0.99506,0.00494341,40-50,6250.495872797972,0.07962665197926404,Referral,Retention,37277.28,27072.05172413793,2155.656841002566,39432.93684100256,5.3087693590222
9461,709912683,Existing Customer,53,F,4,Graduate,Single,Unknown,Gold,41,5,1,2,34516.0,2374,32142.0,0.81,4390,77,0.604,0.069,6.6549e-05,0.99993,50-60,5767.066728157538,0.1371733198236644,Referral,Consideration,39534.659999999996,27072.05172413793,3713.5632094379575,43248.22320943795,6.499171632310016
9462,715627833,Existing Customer,48,M,3,High School,Married,$60K - $80K,Gold,37,6,2,0,34516.0,1948,32568.0,0.666,4539,75,0.705,0.056,4.8796e-05,0.99995,40-50,2545.525848296282,0.1411673175833796,Social Media,Awareness,36150.479999999996,27072.05172413793,3821.688923375059,39972.16892337505,14.702912209722161
9463,789059958,Existing Customer,42,M,4,High School,Married,$120K +,Gold,30,6,2,4,34516.0,1045,33471.0,0.848,3574,75,0.923,0.03,0.00038357,0.99962,40-50,5692.345674419284,0.13585967122101286,Email,Consideration,30123.899999999998,27072.05172413793,3678.0000465196335,33801.90004651963,4.938132007411514
9464,716899233,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Gold,20,6,4,3,15987.0,1965,14022.0,0.722,4542,70,0.591,0.123,0.0004417,0.99956,30-40,8333.74666306011,0.15682119216126578,Social Media,Conversion,8413.199999999999,27072.05172413793,4245.471425630761,12658.67142563076,0.5189652310576188
9465,779544708,Existing Customer,50,M,2,Unknown,Married,$120K +,Gold,35,4,5,3,34516.0,668,33848.0,0.894,3931,77,0.791,0.019,0.00042785,0.99957,40-50,2855.848433346236,0.05797747210050422,Referral,Conversion,35540.4,27072.05172413793,1569.569123539614,37109.96912353962,11.994376273693687
9466,716614683,Existing Customer,49,M,3,College,Single,$60K - $80K,Gold,36,5,3,1,34516.0,1255,33261.0,0.731,3847,73,0.698,0.036,0.00012608,0.99987,40-50,7733.817100017603,0.067505109158779,Referral,Retention,35921.88,27072.05172413793,1827.501806790042,37749.38180679004,3.8810802374294737
9467,712845258,Existing Customer,41,M,2,Uneducated,Married,$80K - $120K,Gold,33,5,3,2,34516.0,1642,32874.0,0.891,4161,71,0.868,0.048,0.00021307,0.99979,40-50,6830.201492537108,0.07284232333417805,PPC,Consideration,32545.26,27072.05172413793,1971.9911450092475,34517.25114500924,4.053621212013126
9468,714075708,Existing Customer,48,M,4,Uneducated,Divorced,$80K - $120K,Gold,38,4,3,1,34516.0,1426,33090.0,0.621,4814,71,0.69,0.041,0.00013476,0.99987,40-50,3808.643575618077,0.18454328586234164,Email,Retention,37722.6,27072.05172413793,4995.9653802076855,42718.565380207685,10.216215046658755
9469,816378033,Attrited Customer,46,M,4,Uneducated,Single,$80K - $120K,Gold,41,6,3,2,34516.0,1104,33412.0,0.591,1989,47,0.741,0.032,0.99555,0.00445417,40-50,5141.915875347318,0.07068229315952126,SEO,Awareness,41096.76,27072.05172413793,1913.5146963952404,43010.274696395245,7.364639900587648
9470,817607358,Attrited Customer,44,F,2,High School,Unknown,Unknown,Gold,35,3,3,3,34516.0,0,34516.0,0.767,2227,44,0.63,0.0,0.99706,0.00294187,40-50,5705.912881763372,0.03732716641563946,Email,Awareness,36241.799999999996,27072.05172413793,1010.5229799196958,37252.32297991969,5.52872270429883
9471,794068308,Existing Customer,45,M,4,Unknown,Unknown,$40K - $60K,Gold,39,5,1,2,23981.0,1684,22297.0,0.736,4141,73,0.521,0.07,7.315e-05,0.99993,40-50,8123.886440685805,0.18776965614461938,Email,Conversion,26087.489999999998,27072.05172413793,5083.309843370729,31170.799843370725,2.8369319993521893
9472,709329558,Existing Customer,49,F,4,High School,Single,Less than $40K,Gold,34,4,3,2,15569.0,1554,14015.0,0.436,4566,73,0.78,0.1,0.00021128,0.99979,40-50,6750.768352152967,0.19561681627725896,Social Media,Conversion,14295.3,27072.05172413793,5295.748568369141,19591.04856836914,1.9020472257978054
9473,715252383,Existing Customer,58,F,2,High School,Divorced,Unknown,Gold,36,5,4,3,34516.0,1864,32652.0,0.664,3595,52,0.733,0.054,0.00040944,0.99959,50-60,3233.560993962162,0.1700310662604054,PPC,Conversion,35264.159999999996,27072.05172413793,4603.089820512018,39867.249820512014,11.329209158248068
9474,788782008,Existing Customer,49,F,3,Unknown,Married,Less than $40K,Gold,30,4,3,2,15987.0,0,15987.0,0.658,4146,69,0.533,0.0,0.00023636,0.99976,40-50,6241.534766810087,0.19937336840489658,Social Media,Consideration,14388.3,27072.05172413793,5397.446141872968,19785.746141872965,2.1700129665359587
9475,714848958,Attrited Customer,47,F,2,Graduate,Single,Less than $40K,Gold,37,6,2,1,15109.0,897,14212.0,0.494,2315,43,0.303,0.059,0.98751,0.01249,40-50,9997.914781,0.08882584000811827,Email,Retention,15775.32,27072.05172413793,2404.697735139778,18180.01773513978,0.8183809457637125
9476,720460083,Attrited Customer,45,F,4,Unknown,Single,Unknown,Gold,27,1,2,3,34516.0,0,34516.0,0.331,2198,42,0.355,0.0,0.99608,0.00391691,40-50,6060.306961217671,0.199995,Referral,Awareness,27957.96,27072.05172413793,5414.274984568966,33372.23498456897,4.506690535336123
9477,713916708,Existing Customer,53,M,3,Graduate,Single,$120K +,Gold,43,3,1,3,34516.0,2435,32081.0,0.77,7758,98,0.719,0.071,0.00011075,0.99989,50-60,3376.3958436635803,0.11236337380743457,SEO,Awareness,41384.49,27072.05172413793,3041.907067613514,44426.397067613514,12.157935006639613
9478,712879158,Existing Customer,49,M,1,High School,Married,$60K - $80K,Gold,36,2,2,3,6224.0,2201,4023.0,0.832,7693,70,0.628,0.354,0.00020125,0.9998,40-50,2289.6684315061443,0.06892528857036279,Email,Conversion,4344.84,27072.05172413793,1865.9489772779943,6210.7889772779945,1.7125276707390058
9479,711542358,Existing Customer,42,F,4,High School,Married,Less than $40K,Gold,36,2,3,2,15987.0,1187,14800.0,0.597,7471,88,0.467,0.074,0.00021128,0.99979,40-50,7957.902786792136,0.05227304947314046,Referral,Awareness,15984.0,27072.05172413793,1415.1386991152795,17399.13869911528,1.186397492564614
9480,713894358,Existing Customer,51,M,2,Post-Graduate,Unknown,$80K - $120K,Gold,46,2,3,2,34516.0,814,33702.0,0.735,7889,98,0.508,0.024,0.00024383,0.99976,50-60,3238.6457842354066,0.025412325287274606,Referral,Consideration,46508.759999999995,27072.05172413793,687.9637846077164,47196.72378460771,13.57298109424156
9481,720712533,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Gold,36,2,1,3,34516.0,761,33755.0,0.716,7499,88,0.571,0.022,0.00011075,0.99989,50-60,4196.346974047705,0.199995,Email,Awareness,36455.4,27072.05172413793,5414.274984568966,41869.67498456897,8.977648474616576
9482,789681708,Existing Customer,46,M,3,Uneducated,Married,$60K - $80K,Gold,33,3,1,3,34516.0,713,33803.0,0.772,7750,82,0.608,0.021,0.00011387,0.99989,40-50,7731.225946596242,0.056395351882206686,Email,Conversion,33464.97,27072.05172413793,1526.7378831560588,34991.70788315606,3.526023185050173
9483,713102733,Existing Customer,38,F,3,Graduate,Single,Less than $40K,Gold,31,2,3,2,15987.0,1766,14221.0,0.791,8195,94,0.679,0.11,0.00021503,0.99978,30-40,2861.191202555241,0.199995,Referral,Consideration,13225.529999999999,27072.05172413793,5414.274984568966,18639.804984568964,5.514700928732876
9484,713537733,Existing Customer,46,M,4,Doctorate,Unknown,$60K - $80K,Gold,36,2,2,3,34516.0,1426,33090.0,0.823,7582,95,0.696,0.041,0.00033469,0.99967,40-50,3965.4246626048116,0.12748058552751454,SEO,Retention,35737.2,27072.05172413793,3451.161005224263,39188.36100522426,8.882513057121649
9485,717521508,Existing Customer,41,M,3,High School,Single,$80K - $120K,Gold,28,2,2,0,34516.0,2098,32418.0,0.746,6932,87,0.526,0.061,4.8796e-05,0.99995,40-50,8231.642170601393,0.03225825489514492,Social Media,Awareness,27231.12,27072.05172413793,873.2971450517888,28104.417145051786,2.4141932511867816
9486,792524358,Existing Customer,55,M,3,High School,Single,$80K - $120K,Gold,49,2,1,3,34516.0,810,33706.0,0.787,7917,95,0.667,0.023,0.00010766,0.99989,50-60,6100.26042959652,0.14439760452102066,PPC,Retention,49547.82,27072.05172413793,3909.1394184346846,53456.959418434686,7.763061845536717
9487,811700058,Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Gold,36,2,3,3,34516.0,687,33829.0,1.015,4822,57,0.295,0.02,0.99714,0.00286013,40-50,6904.507705697281,0.0816947142696122,Referral,Retention,36535.32,27072.05172413793,2211.6435302956106,38746.96353029561,4.611835800881705
9488,717340608,Existing Customer,51,F,3,High School,Single,Unknown,Gold,39,1,1,2,34516.0,1873,32643.0,0.629,7703,104,0.677,0.054,6.401e-05,0.99994,50-60,100.054813,0.047662673702031075,SEO,Retention,38192.31,27072.05172413793,1290.326367772094,39482.636367772095,393.61006606221025
9489,718189908,Existing Customer,44,F,4,Unknown,Unknown,$40K - $60K,Gold,31,2,2,3,23981.0,2135,21846.0,0.749,7885,86,0.564,0.089,0.00025424,0.99975,40-50,6471.19297562897,0.06961647976855088,Referral,Retention,20316.78,27072.05172413793,1884.6609411466113,22201.44094114661,2.4308111386507885
9490,780064983,Existing Customer,44,M,1,Graduate,Married,$80K - $120K,Gold,29,2,1,3,34516.0,942,33574.0,0.75,7665,86,0.593,0.027,0.00010018,0.9999,40-50,5310.6396165597425,0.14651882101192157,SEO,Consideration,29209.379999999997,27072.05172413793,3966.565100994448,33175.945100994446,5.2470714445665925
9491,772869033,Existing Customer,47,M,3,Unknown,Single,$120K +,Gold,38,2,4,3,34516.0,1342,33174.0,0.69,7283,89,0.648,0.039,0.00048036,0.99952,40-50,6549.406361145549,0.06624510093524795,Social Media,Consideration,37818.36,27072.05172413793,1793.3907989897705,39611.75079898977,5.048143696501575
9492,719623083,Existing Customer,33,F,1,Doctorate,Unknown,Less than $40K,Gold,24,2,3,2,15987.0,1992,13995.0,0.739,8302,81,0.841,0.125,0.00028147,0.99972,30-40,4584.076222273525,0.14433303743918838,SEO,Consideration,10076.4,27072.05172413793,3907.391455055644,13983.791455055643,2.0505146025081196
9493,718304583,Attrited Customer,43,M,2,Unknown,Married,$60K - $80K,Gold,33,1,3,2,34516.0,1085,33431.0,1.047,4805,54,0.588,0.031,0.99563,0.00437002,40-50,4523.074220678103,0.16266862042472177,Social Media,Conversion,33096.69,27072.05172413793,4403.773306032228,37500.46330603223,7.290923711707327
9494,820394733,Existing Customer,52,M,0,College,Married,$120K +,Gold,47,2,1,1,34516.0,1464,33052.0,0.689,7690,87,0.673,0.042,3.1925e-05,0.99997,50-60,9431.152346799852,0.04845855723339538,PPC,Awareness,46603.32,27072.05172413793,1311.872567899578,47915.192567899576,4.080523652463106
9495,711370458,Existing Customer,49,F,5,Graduate,Married,Less than $40K,Gold,38,1,2,2,15016.0,2016,13000.0,0.709,7685,84,0.527,0.134,0.00013538,0.99986,40-50,2719.832866493483,0.05554625516452902,Referral,Retention,14820.0,27072.05172413793,1503.7510928962934,16323.751092896293,5.001747862522716
9496,788916933,Existing Customer,49,M,5,College,Married,$60K - $80K,Gold,35,1,2,2,34516.0,1064,33452.0,0.796,8095,81,0.62,0.031,0.00013162,0.99987,40-50,764.5563546413223,0.049016496466918275,Email,Consideration,35124.6,27072.05172413793,1326.9771276884358,36451.57712768843,46.6767695493016
9497,712191783,Existing Customer,49,M,4,High School,Married,$120K +,Gold,36,1,1,1,34516.0,1634,32882.0,0.768,7788,94,0.469,0.047,3.9014e-05,0.99996,40-50,3694.3898344380955,0.10890643918430379,Social Media,Retention,35512.56,27072.05172413793,2948.320754689154,38460.880754689155,9.410617849845544
9498,718100808,Existing Customer,49,F,1,Uneducated,Married,Less than $40K,Gold,37,2,3,1,15987.0,2065,13922.0,0.705,7395,100,0.562,0.129,0.00012061,0.99988,40-50,9474.35339269209,0.05495098493757555,Social Media,Consideration,15453.42,27072.05172413793,1487.6359065223699,16941.05590652237,0.7880962641302379
9499,825767658,Existing Customer,49,M,2,Graduate,Single,$60K - $80K,Gold,45,2,3,1,34516.0,913,33603.0,0.698,7711,80,0.86,0.026,0.00012498,0.99988,40-50,2506.9988755866584,0.06923754163504738,Email,Awareness,45364.049999999996,27072.05172413793,1874.402308396156,47238.452308396154,17.84263003402503
9500,720422358,Existing Customer,42,M,1,Post-Graduate,Single,$60K - $80K,Gold,36,1,1,2,34516.0,2276,32240.0,0.767,7485,90,0.552,0.066,7.0084e-05,0.99993,40-50,2627.85765581825,0.09172716450433399,Email,Consideration,34819.2,27072.05172413793,2483.242541969839,37302.44254196984,13.195001186376963
9501,712948383,Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Gold,36,1,6,1,34516.0,0,34516.0,0.72,7396,100,0.562,0.0,0.00010347,0.9999,40-50,957.4194985636013,0.1758396580275664,Social Media,Awareness,37277.28,27072.05172413793,4760.340317277003,42037.620317277004,42.907211395156736
9502,714510483,Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Gold,36,2,3,3,34516.0,2517,31999.0,0.703,7640,87,0.582,0.073,0.00036164,0.99964,40-50,1496.8921966414387,0.1140483965074032,Email,Awareness,34558.92,27072.05172413793,3087.524089303411,37646.44408930341,24.149736349598417
9503,770705208,Existing Customer,44,F,2,Unknown,Single,Less than $40K,Gold,30,1,3,3,15365.0,630,14735.0,0.807,7890,91,0.685,0.041,0.00038307,0.99962,40-50,2357.08777288247,0.10962775167516141,Email,Consideration,13261.5,27072.05172413793,2967.8481637509185,16229.348163750918,5.885338912901039
9504,779779083,Existing Customer,38,F,3,High School,Single,$40K - $60K,Gold,26,2,2,1,23981.0,0,23981.0,0.741,7872,103,0.635,0.0,7.9774e-05,0.99992,30-40,4883.759733769231,0.09474164456559296,SEO,Awareness,18705.18,27072.05172413793,2564.850702109624,21270.030702109623,3.355257396271141
9505,714823308,Existing Customer,55,F,3,College,Single,Less than $40K,Gold,35,2,3,3,15987.0,1973,14014.0,0.705,7345,98,0.463,0.123,0.0003516,0.99965,50-60,4782.714272366373,0.12856190617497504,Referral,Retention,14714.699999999999,27072.05172413793,3480.4345737226918,18195.13457372269,2.804353247454227
